id,handle,text,time,retweet_count,favorite_count,engagement,cleaned_text,cleaned_text_no_stopwords,themes,is_repeated,sentiment,sentiment_score
7.38e+17,HillaryClinton,Millions around the world are forced into human trafficking. We can't rest until they're free. https://t.co/tOAvVYe46t #UnderstandSlavery,2016-05-31T13:12:27,866,1916,2782,millions around the world are forced into human trafficking we cant rest until theyre free  understandslavery,forced human trafficking rest theyre understandslavery,Other,No,Neutral,0.033333333333333326
7.38e+17,HillaryClinton,Major environmental group makes first ever endorsement of Hillary Clinton https://t.co/wWfuVVuuFy,2016-05-31T12:14:04,800,1325,2125,major environmental group makes first ever endorsement of hillary clinton,major environmental makes endorsement,Other,No,Positive,0.15625
7.38e+17,realDonaldTrump,"I have raised/given a tremendous amount of money to our great VETERANS, and have got nothing but bad publicity for doing so. Watch!",2016-05-31T11:42:20,5580,20134,25714,i have raisedgiven a tremendous amount of money to our great veterans and have got nothing but bad publicity for doing so watch,raisedgiven tremendous amount money veterans publicity,Economy,No,Positive,0.1444444444444445
7.38e+17,realDonaldTrump,"So many great things happening - new poll numbers looking good! News conference at 11:00 A.M. today, Trump Tower!",2016-05-31T10:48:49,3999,15101,19100,so many great things happening  new poll numbers looking good news conference at  am today trump tower,happening looking news conference tower,Other,No,Positive,0.5340909090909092
7.37e+17,HillaryClinton,10 never-before-seen photos of Hillary from the trail in 1992. https://t.co/tUjR0vzXOq,2016-05-30T23:59:09,770,2194,2964,neverbeforeseen photos of hillary from the trail in,neverbeforeseen photos trail,Other,No,Neutral,0.0
7.37e+17,HillaryClinton,"Not only does Trump deny climate change, he's now denying that the drought in California is even happening. What? https://t.co/ebnTlWZqLD",2016-05-30T22:26:44,5574,10214,15788,not only does trump deny climate change hes now denying that the drought in california is even happening what,deny climate denying drought california happening,Other,No,Neutral,0.0
7.37e+17,realDonaldTrump,"I should have easily won the Trump University case on summary judgement but have a judge, Gonzalo Curiel, who is totally biased against me.",2016-05-30T21:55:41,4037,14922,18959,i should have easily won the trump university case on summary judgement but have a judge gonzalo curiel who is totally biased against me,easily university summary judgement judge gonzalo curiel biased,Other,No,Positive,0.21666666666666667
7.37e+17,realDonaldTrump,"I have a judge in the Trump University civil case, Gonzalo Curiel (San Diego), who is very unfair. An Obama pick. Totally biased-hates Trump",2016-05-30T21:45:09,3828,13598,17426,i have a judge in the trump university civil case gonzalo curiel san diego who is very unfair an obama pick totally biasedhates trump,judge university civil gonzalo curiel san diego unfair pick biasedhates,Other,No,Negative,-0.325
7.37e+17,realDonaldTrump,I hope everyone had a great Memorial Day!,2016-05-30T20:15:04,5222,21437,26659,i hope everyone had a great memorial day,hope memorial,Other,No,Positive,0.8
7.37e+17,realDonaldTrump,"I would have had millions of votes more in the primaries (than Crooked Hillary) if I only had one opponent, instead of sixteen. Broke record",2016-05-30T20:13:17,5014,18802,23816,i would have had millions of votes more in the primaries than crooked hillary if i only had one opponent instead of sixteen broke record,votes primaries opponent instead sixteen broke record,Other,No,Positive,0.16666666666666666
7.37e+17,HillaryClinton,"Gold Star families like Betsy’s have paid the ultimate price for our freedom. They deserve our eternal thanks.
https://t.co/tvrREJWXYX",2016-05-30T18:12:18,1501,3587,5088,gold star families like betsys have paid the ultimate price for our freedom they deserve our eternal thanks,gold star families betsys paid ultimate price freedom deserve eternal,Families,No,Positive,0.1
7.37e+17,HillaryClinton,"Our fallen heroes deserve our profound gratitude for giving their lives to protect our freedom, today and every day. #MemorialDay -H",2016-05-30T13:20:31,3046,7532,10578,our fallen heroes deserve our profound gratitude for giving their lives to protect our freedom today and every day memorialday h,fallen heroes deserve profound gratitude giving lives protect freedom memorialday,Other,No,Positive,0.08333333333333333
7.37e+17,realDonaldTrump,Have a great Memorial Day and remember that we will soon MAKE AMERICA GREAT AGAIN!,2016-05-30T11:26:47,9254,25767,35021,have a great memorial day and remember that we will soon make america great again,memorial remember,Other,No,Positive,0.8
7.37e+17,realDonaldTrump,"""@NBCDFW: Trump rallies veterans at annual Rolling Thunder Gathering https://t.co/b08FcMlgkr https://t.co/RCDeLvHQqD""",2016-05-30T11:20:38,2709,9146,11855,nbcdfw trump rallies veterans at annual rolling thunder gathering,nbcdfw rallies veterans annual rolling thunder gathering,Other,No,Neutral,0.0
7.37e+17,realDonaldTrump,"""@FrankyLamouche: how many of donald's rolling thunder brigade will sign up and go to war for him in the middle east.""",2016-05-30T11:20:09,1583,6667,8250,frankylamouche how many of donalds rolling thunder brigade will sign up and go to war for him in the middle east,frankylamouche donalds rolling thunder brigade sign war middle east,Other,No,Positive,0.25
7.37e+17,realDonaldTrump,"""@MariaErnandez3b: Trump Supports Rolling Thunder Rally #TRUMP STRONG https://t.co/pfVXQ8NdZu"" So true, and remember the M.I.A.'s!",2016-05-30T11:19:29,4187,15287,19474,mariaernandezb trump supports rolling thunder rally trump strong  so true and remember the mias,mariaernandezb supports rolling thunder strong true remember mias,Other,No,Positive,0.39166666666666666
7.37e+17,realDonaldTrump,"""@ScottWRasmussen: Donald Trump and Bikers Share Affection at Rolling Thunder Rally https://t.co/ZZl2sc29dn"" A great day in D.C.!",2016-05-30T11:17:04,2126,7123,9249,scottwrasmussen donald trump and bikers share affection at rolling thunder rally  a great day in dc,scottwrasmussen bikers share affection rolling thunder dc,Other,No,Positive,0.8
7.37e+17,realDonaldTrump,"""@TeaPartyNevada: #Trump2016 ""Illegals are taken care of better than our veterans.""  https://t.co/KKIgM4rNma https://t.co/1cEZ8wG7Cy""",2016-05-30T11:10:12,3497,9711,13208,teapartynevada trump illegals are taken care of better than our veterans,teapartynevada illegals veterans,Other,No,Positive,0.5
7.37e+17,realDonaldTrump,"The endorsement of me by the 16,500 Border Patrol Agents was the first time that they ever endorsed a presidential candidate. Nice!",2016-05-30T11:05:34,5605,21394,26999,the endorsement of me by the  border patrol agents was the first time that they ever endorsed a presidential candidate nice,endorsement border patrol agents endorsed nice,Foreign Policy,No,Positive,0.425
7.37e+17,realDonaldTrump,"In getting the endorsement of the 16,500 Border Patrol Agents (thank you), the statement was made that the WALL was very necessary!",2016-05-30T11:00:47,4240,14835,19075,in getting the endorsement of the  border patrol agents thank you the statement was made that the wall was very necessary,getting endorsement border patrol agents statement wall,Foreign Policy,No,Neutral,0.0
7.37e+17,realDonaldTrump,Obama says a WALL at our southern border won't enhance our security (wrong) and yet he now wants to build a much bigger wall (fence) at W.H.,2016-05-30T10:41:49,6493,18152,24645,obama says a wall at our southern border wont enhance our security wrong and yet he now wants to build a much bigger wall fence at wh,wall southern border enhance security bigger wall fence wh,Foreign Policy,No,Negative,-0.075
7.37e+17,HillaryClinton,The Adoption and Safe Families Act helped thousands of kids find loving families—including this one. https://t.co/jnKtaTLjeL,2016-05-29T23:06:07,1143,2963,4106,the adoption and safe families act helped thousands of kids find loving familiesincluding this one,adoption safe families act helped thousands kids loving familiesincluding,Families,No,Positive,0.55
7.37e+17,realDonaldTrump,"If dummy Bill Kristol actually does get a spoiler to run as an Independent, say good bye to the Supreme Court!",2016-05-29T23:02:01,6025,16329,22354,if dummy bill kristol actually does get a spoiler to run as an independent say good bye to the supreme court,dummy bill kristol spoiler independent bye supreme court,Other,No,Positive,0.2333333333333333
7.37e+17,realDonaldTrump,The Republican Party has to be smart &amp; strong if it wants to win in November. Can't allow lightweights to set up a spoiler Indie candidate!,2016-05-29T22:58:27,6174,21206,27380,the republican party has to be smart amp strong if it wants to win in november cant allow lightweights to set up a spoiler indie candidate,smart strong november allow lightweights set spoiler indie,Other,No,Positive,0.32952380952380955
7.37e+17,realDonaldTrump,"Bill Kristol has been wrong for 2yrs-an embarrassed loser, but if the GOP can't control their own, then they are not a party. Be tough, R's!",2016-05-29T22:53:16,5098,16430,21528,bill kristol has been wrong for yrsan embarrassed loser but if the gop cant control their own then they are not a party be tough rs,bill kristol yrsan embarrassed loser control tough rs,Other,No,Negative,-0.09629629629629631
7.37e+17,realDonaldTrump,Good news is that my campaign has perhaps more cash than any campaign in the history of politics- b/c I stand 100% behind everything we do.,2016-05-29T21:43:15,6149,20070,26219,good news is that my campaign has perhaps more cash than any campaign in the history of politics bc i stand  behind everything we do,news cash politics bc,Other,No,Positive,0.26666666666666666
7.37e+17,HillaryClinton,El mantra de Trump: Beneficiarse sin importar a los demás. https://t.co/eeg6hnAJzz,2016-05-29T20:00:20,491,892,1383,el mantra de trump beneficiarse sin importar a los dems,mantra beneficiarse sin importar los dems,Other,No,Neutral,0.0
7.37e+17,HillaryClinton,Our most important task is making sure we give our kids a better life. That's the promise of America. https://t.co/msyv7VWlH3,2016-05-29T16:54:48,2707,9153,11860,our most important task is making sure we give our kids a better life thats the promise of america,task kids life promise,Families,No,Positive,0.475
7.37e+17,realDonaldTrump,Heading to D.C. to see and hear ROLLING THUNDER. Amazing people that LOVE OUR COUNTRY. Great spirit!,2016-05-29T16:45:44,4805,18037,22842,heading to dc to see and hear rolling thunder amazing people that love our country great spirit,heading dc rolling thunder spirit,Other,No,Positive,0.6333333333333334
7.37e+17,HillaryClinton,"Watch Hillary wonk out with a nurse in New Jersey over solving one of the world's most serious problems.
https://t.co/0Ej6gaWzIf",2016-05-29T14:10:44,2095,5012,7107,watch hillary wonk out with a nurse in new jersey over solving one of the worlds most serious problems,wonk nurse jersey solving worlds serious,Other,No,Positive,0.10101010101010101
7.37e+17,realDonaldTrump,Honor Memorial Day by thinking of and respecting all of the great men and women that gave their lives for us and our country! We love them.,2016-05-29T11:04:47,15086,40728,55814,honor memorial day by thinking of and respecting all of the great men and women that gave their lives for us and our country we love them,honor memorial thinking respecting women lives,Women,No,Positive,0.65
7.37e+17,HillaryClinton,Disgusting. https://t.co/A8Hm24ZT1H,2016-05-28T22:17:50,1679,3398,5077,disgusting,disgusting,Other,No,Negative,-1.0
7.37e+17,realDonaldTrump,Does President Obama ever discuss the sneak attack on Pearl Harbor while he's in Japan? Thousands of American lives lost. #MDW,2016-05-28T21:34:55,10998,27640,38638,does president obama ever discuss the sneak attack on pearl harbor while hes in japan thousands of american lives lost mdw,discuss sneak attack pearl harbor japan thousands lives lost mdw,Other,No,Neutral,0.0
7.37e+17,realDonaldTrump,Don't believe the biased and phony media quoting people who work for my campaign. The only quote that matters is a quote from me!,2016-05-28T21:33:58,7203,20010,27213,dont believe the biased and phony media quoting people who work for my campaign the only quote that matters is a quote from me,biased phony quoting quote matters quote,Other,No,Neutral,0.0
7.37e+17,realDonaldTrump,"I am always on the front page of the failing @nytimes, but when I won the GOP nomination, I'm in the back of the paper. Very dishonest!",2016-05-28T20:28:48,5308,17466,22774,i am always on the front page of the failing nytimes but when i won the gop nomination im in the back of the paper very dishonest,front page failing nytimes nomination paper dishonest,Other,No,Negative,-0.195
7.37e+17,realDonaldTrump,The media is on a new phony kick about my management style. I spend much less money &amp; get much better results! What we need as Prez!,2016-05-28T20:28:40,5871,20073,25944,the media is on a new phony kick about my management style i spend much less money amp get much better results what we need as prez,phony kick management style spend money results prez,Economy,No,Positive,0.15656565656565657
7.37e+17,realDonaldTrump,"The failing @nytimes wrote a story about my management style &amp; that I don't have many people. I have 73, Hillary has 800- &amp; I'm beating her.",2016-05-28T20:28:22,5279,16742,22021,the failing nytimes wrote a story about my management style amp that i dont have many people i have  hillary has  amp im beating her,failing nytimes wrote story management style beating,Other,No,Positive,0.5
7.37e+17,HillaryClinton,Some on the other side may say our best days are behind us. Let's prove them wrong. https://t.co/wiWY8WUVIh,2016-05-28T19:55:52,2181,6453,8634,some on the other side may say our best days are behind us lets prove them wrong,days prove,Other,No,Neutral,-0.0062500000000000056
7.37e+17,HillaryClinton,"""Pregnancy is...certainly an inconvenience for a business."" —Donald Trump

Here's Hillary's take →
https://t.co/eu2I0JrxSV",2016-05-28T16:24:30,2350,4586,6936,"pregnancy iscertainly an inconvenience for a business donald trump

heres hillarys take",pregnancy iscertainly inconvenience business,Other,No,Neutral,0.0
7.37e+17,realDonaldTrump,I (we) broke the all-time record for most votes gotten in a Republican Primary - by a lot - and with many states left to go! Thank you.,2016-05-28T14:47:16,7866,27754,35620,i we broke the alltime record for most votes gotten in a republican primary  by a lot  and with many states left to go thank you,broke alltime record votes gotten primary lot,Other,No,Positive,0.35
7.37e+17,realDonaldTrump,"The U.S. has 69 treaties with other countries where we would have to defend them and their borders. How nice, but what do we get? NOT ENOUGH",2016-05-28T13:47:10,6988,19121,26109,the us has  treaties with other countries where we would have to defend them and their borders how nice but what do we get not enough,treaties countries defend borders nice,Foreign Policy,No,Positive,0.15833333333333333
7.36e+17,realDonaldTrump,"Great rally in Fresno, California- great crowd! Thank you! #Trump2016 https://t.co/TVSPvxOmve",2016-05-28T06:19:54,4778,17839,22617,great rally in fresno california great crowd thank you trump,fresno california crowd,Other,No,Positive,0.8
7.36e+17,realDonaldTrump,"Obama administration fails to screen Syrian refugees' social media accounts:
https://t.co/MMa07nwa44",2016-05-28T04:13:54,5127,10759,15886,obama administration fails to screen syrian refugees social media accounts,administration fails screen syrian refugees social accounts,Other,No,Negative,-0.23333333333333334
7.36e+17,realDonaldTrump,.@SanDiegoPD- Fantastic job on handling the thugs who tried to disrupt our very peaceful and well attended rally. Greatly appreciated!,2016-05-28T02:48:22,7519,26159,33678,sandiegopd fantastic job on handling the thugs who tried to disrupt our very peaceful and well attended rally greatly appreciated,sandiegopd fantastic job handling thugs tried disrupt peaceful attended greatly appreciated,Other,No,Positive,0.30833333333333335
7.36e+17,realDonaldTrump,Thank you @BillyJoel- many friends just told me you gave a very kind shoutout at MSG. Appreciate it- love your music!,2016-05-28T02:19:19,4738,17092,21830,thank you billyjoel many friends just told me you gave a very kind shoutout at msg appreciate it love your music,billyjoel friends told shoutout msg appreciate music,Other,No,Positive,0.5933333333333334
7.36e+17,HillaryClinton,"Donald Trump thinks workplace pregnancy is an ""inconvenience"" to businesses.

(He could be your next president.) https://t.co/LmUZI1J8KQ",2016-05-28T01:13:10,2998,4020,7018,"donald trump thinks workplace pregnancy is an inconvenience to businesses

he could be your next president",workplace pregnancy inconvenience businesses,Other,No,Neutral,0.0
7.36e+17,realDonaldTrump,"Wow- 25,000 in San Diego, California!
Thank you!! #Trump2016 https://t.co/1NRj3zCuui",2016-05-27T23:20:01,7324,21955,29279,"wow  in san diego california
thank you trump",san diego california,Other,No,Positive,0.1
7.36e+17,realDonaldTrump,"I am on @oreillyfactor tonight, a big special. @FoxNews  at 8:00 P.M. ENJOY!",2016-05-27T23:19:20,1992,8486,10478,i am on oreillyfactor tonight a big special foxnews  at  pm enjoy,oreillyfactor special,Other,No,Positive,0.2523809523809524
7.36e+17,HillaryClinton,"From ripping off veterans to demeaning women, Trump spent the week insulting just about everyone: https://t.co/RubNk8j7c2",2016-05-27T23:03:49,2037,3157,5194,from ripping off veterans to demeaning women trump spent the week insulting just about everyone,ripping veterans demeaning women spent week insulting,Women,No,Negative,-0.55
7.36e+17,HillaryClinton,"Donald Trump thinks climate change is a “hoax.”

President Trump would destroy our ability to combat it.
https://t.co/8TeARR4FUL",2016-05-27T20:50:44,2512,4091,6603,"donald trump thinks climate change is a hoax

president trump would destroy our ability to combat it",climate hoax destroy ability combat,Other,No,Negative,-0.2
7.36e+17,realDonaldTrump,"Bill O'Reilly doing a major special on @OreillyFactor tonight- @FoxNews at 8pmE. Watch it, should be good! #Trump2016",2016-05-27T17:35:56,3015,10630,13645,bill oreilly doing a major special on oreillyfactor tonight foxnews at pme watch it should be good trump,bill oreilly major special oreillyfactor pme,Other,No,Positive,0.3732142857142857
7.36e+17,HillaryClinton,"$25 billion could pay for:

1,500 new schools.
Clean energy to power 5 million homes.

or...

Trump's wall: https://t.co/GmVfH0zR1D",2016-05-27T17:31:00,1724,3018,4742,"billion could pay for

 new schools
clean energy to power  million homes

or

trumps wall",billion schools clean energy power homes wall,Other,No,Positive,0.2515151515151515
7.36e+17,HillaryClinton,"If fighting for equal pay, paid leave and affordable child care is playing the ""woman card,"" well... https://t.co/qRe981zv25",2016-05-27T16:23:30,1367,2955,4322,if fighting for equal pay paid leave and affordable child care is playing the woman card well,fighting equal paid leave affordable child playing woman card,Other,No,Neutral,0.0
7.36e+17,HillaryClinton,"1 de cada 4 personas en Puerto Rico podría contraer el Zika este año. Esto es lo que
podemos hacer para combatirlo. https://t.co/ME7fj2Miqr",2016-05-27T14:28:28,408,675,1083,"de cada  personas en puerto rico podra contraer el zika este ao esto es lo que
podemos hacer para combatirlo",cada personas puerto rico podra contraer zika este ao esto es lo podemos hacer para combatirlo,Other,No,Neutral,0.0
7.36e+17,realDonaldTrump,"AN AMERICA FIRST ENERGY PLAN
#MakeAmericaGreatAgain #Trump2016
https://t.co/kTi6e1zyNI https://t.co/WjI8Rx11no",2016-05-27T14:10:07,4992,13083,18075,"an america first energy plan
makeamericagreatagain trump",energy,Other,No,Positive,0.25
7.36e+17,HillaryClinton,"The first in a new series: a message from your potential next president—on pregnancy.
https://t.co/LmUZI20JCo",2016-05-27T11:54:49,2262,3295,5557,the first in a new series a message from your potential next presidenton pregnancy,series message potential presidenton pregnancy,Other,No,Positive,0.09659090909090909
7.36e+17,realDonaldTrump,Poll data shows that @marcorubio does by far the best in holding onto his Senate seat in Florida. Important to keep the MAJORITY. Run Marco!,2016-05-27T02:09:03,6426,22391,28817,poll data shows that marcorubio does by far the best in holding onto his senate seat in florida important to keep the majority run marco,data marcorubio holding onto senate seat florida majority marco,Other,No,Positive,0.5
7.36e+17,HillaryClinton,"""I don't think a nation can be great that turns its back on the poor and the unfortunate."" —Hillary in 1994 #TBT
https://t.co/uPmFv2osrB",2016-05-27T01:07:26,2285,4757,7042,i dont think a nation can be great that turns its back on the poor and the unfortunate hillary in  tbt,nation poor unfortunate tbt,Other,No,Neutral,-0.024999999999999994
7.36e+17,HillaryClinton,"What we need: bridges, schools, a clean energy grid.

What Trump wants: a wall. https://t.co/v61oYTyycJ https://t.co/QdFDJizLHj",2016-05-27T00:26:10,1917,3485,5402,"what we need bridges schools a clean energy grid

what trump wants a wall",bridges schools clean energy grid wall,Other,No,Positive,0.2833333333333333
7.36e+17,HillaryClinton,Couldn't agree more. https://t.co/gfk8NWAhIY,2016-05-26T23:12:29,2058,4458,6516,couldnt agree more,couldnt agree,Other,No,Positive,0.5
7.36e+17,realDonaldTrump,"Today we, together, won the Republican Nomination for President! https://t.co/82l6TjA2lk",2016-05-26T22:57:39,8982,25937,34919,today we together won the republican nomination for president,nomination,Other,No,Neutral,0.0
7.36e+17,HillaryClinton,"Because climate change has one major impact that, for Trump, is awkwardly personal... https://t.co/yckm2FtxBl",2016-05-26T22:31:34,748,1051,1799,because climate change has one major impact that for trump is awkwardly personal,climate major impact awkwardly personal,Other,No,Neutral,0.03125
7.36e+17,realDonaldTrump,"My wife @MELANIATRUMP, and my children will be featured on @FoxNews with @Greta- 7pmE. Enjoy!
#MeetTheTrumps #Trump2016",2016-05-26T22:22:50,3058,13313,16371,"my wife melaniatrump and my children will be featured on foxnews with greta pme enjoy
meetthetrumps trump",wife melaniatrump children featured greta pme meetthetrumps,Families,No,Positive,0.4
7.36e+17,HillaryClinton,"Donald Trump says he ""cherishes women."" 

Just not if they're working and pregnant. https://t.co/sd9KHSvQlO https://t.co/MQeMLNtuNG",2016-05-26T22:07:30,1162,1215,2377,"donald trump says he cherishes women 

just not if theyre working and pregnant",cherishes women theyre pregnant,Women,No,Positive,0.3333333333333333
7.36e+17,realDonaldTrump,"Celebrating 1237! #Trump2016 
https://t.co/hPQJc7eor0",2016-05-26T21:30:31,4453,13918,18371,celebrating  trump,celebrating,Other,No,Neutral,0.0
7.36e+17,realDonaldTrump,"Thank you! #Trump2016
https://t.co/SPJfMFyPjU",2016-05-26T21:28:22,4021,11882,15903,thank you trump,,Other,No,Neutral,0.0
7.36e+17,HillaryClinton,"Brian Williams says all you need to know about the GOP nominee for president.
https://t.co/yoOoljRtau",2016-05-26T21:19:06,288,524,812,brian williams says all you need to know about the gop nominee for president,brian williams nominee,Other,No,Neutral,0.0
7.36e+17,realDonaldTrump,"I find it offensive that Goofy Elizabeth Warren, sometimes referred to as Pocahontas, pretended to be Native American to get in Harvard.",2016-05-26T21:15:16,10479,29439,39918,i find it offensive that goofy elizabeth warren sometimes referred to as pocahontas pretended to be native american to get in harvard,offensive goofy elizabeth warren sometimes referred pocahontas pretended native harvard,Other,No,Positive,0.25
7.36e+17,HillaryClinton,"Born on this day in 1951, Dr. Sally Ride was the first American woman &amp; first LGBT astronaut in space. #SallyRideDay https://t.co/N0ckF5Ew7x",2016-05-26T20:52:54,2977,6575,9552,born on this day in  dr sally ride was the first american woman amp first lgbt astronaut in space sallyrideday,born dr sally ride woman lgbt astronaut space sallyrideday,Other,No,Positive,0.16666666666666666
7.36e+17,HillaryClinton,"La única forma de enfrentar a un ""bully"" es uniéndonos. Nosotros somos los únicos que podemos detener que Trump llegue a la Casa Blanca.",2016-05-26T19:27:32,703,1307,2010,la nica forma de enfrentar a un bully es unindonos nosotros somos los nicos que podemos detener que trump llegue a la casa blanca,nica forma enfrentar bully es unindonos nosotros somos los nicos podemos detener llegue casa blanca,Other,No,Neutral,0.0
7.36e+17,realDonaldTrump,Thank you Mr. &amp; Mrs. @TomBarrackJr for the wonderful and magical evening last night. It will not be forgotten. #Trump2016,2016-05-26T18:59:12,2167,9002,11169,thank you mr amp mrs tombarrackjr for the wonderful and magical evening last night it will not be forgotten trump,tombarrackjr wonderful magical evening forgotten,Other,No,Positive,0.5
7.36e+17,HillaryClinton,"“Now we know what a ‘good result’ is to Donald Trump—he gets his, and you get hurt.” —Hillary",2016-05-26T18:03:38,703,1496,2199,now we know what a good result is to donald trumphe gets his and you get hurt hillary,result trumphe hurt,Other,No,Positive,0.7
7.36e+17,HillaryClinton,“Donald Trump said profiting off working families getting kicked out of their homes &amp; losing their jobs would be a ‘good result.’” —Hillary,2016-05-26T18:00:26,1099,2198,3297,donald trump said profiting off working families getting kicked out of their homes amp losing their jobs would be a good result hillary,profiting families getting kicked homes losing jobs result,Economy,Yes,Positive,0.7
7.36e+17,HillaryClinton,“Donald Trump said profiting off working families getting kicked out of their homes &amp; losing their jobs would be a ‘good result.’” —Hillary,2016-05-26T18:00:26,1099,2198,3297,donald trump said profiting off working families getting kicked out of their homes amp losing their jobs would be a good result hillary,profiting families getting kicked homes losing jobs result,Families,Yes,Positive,0.7
7.36e+17,HillaryClinton,"“We’ve got to do more to raise families’ incomes.
 
We can start by raising the federal minimum wage.” —Hillary https://t.co/U3KALhOd26",2016-05-26T17:52:23,1820,4923,6743,"weve got to do more to raise families incomes
 
we can start by raising the federal minimum wage hillary",weve raise families incomes start raising federal minimum wage,Economy,Yes,Positive,0.5
7.36e+17,HillaryClinton,"“We’ve got to do more to raise families’ incomes.
 
We can start by raising the federal minimum wage.” —Hillary https://t.co/U3KALhOd26",2016-05-26T17:52:23,1820,4923,6743,"weve got to do more to raise families incomes
 
we can start by raising the federal minimum wage hillary",weve raise families incomes start raising federal minimum wage,Families,Yes,Positive,0.5
7.36e+17,HillaryClinton,Happening now: Watch Hillary speak at the @UFCW conference in Las Vegas → https://t.co/l8fXj23LdE https://t.co/5Q98sk6QGv,2016-05-26T17:40:15,386,978,1364,happening now watch hillary speak at the ufcw conference in las vegas,happening speak ufcw conference las vegas,Other,No,Neutral,0.0
7.36e+17,realDonaldTrump,.@kimguilfoyle- just watched you on @OutnumberedFNC- thank you!,2016-05-26T16:35:00,2228,9398,11626,kimguilfoyle just watched you on outnumberedfnc thank you,kimguilfoyle watched outnumberedfnc,Other,No,Neutral,0.0
7.36e+17,HillaryClinton,"When the economy crashed, families saw their homes foreclosed and savings disappear. 

Trump saw a chance to profit. https://t.co/tnngHNVqoL",2016-05-26T15:36:34,1654,2421,4075,"when the economy crashed families saw their homes foreclosed and savings disappear 

trump saw a chance to profit",economy crashed families homes foreclosed savings disappear chance profit,Economy,Yes,Neutral,0.0
7.36e+17,HillaryClinton,"When the economy crashed, families saw their homes foreclosed and savings disappear. 

Trump saw a chance to profit. https://t.co/tnngHNVqoL",2016-05-26T15:36:34,1654,2421,4075,"when the economy crashed families saw their homes foreclosed and savings disappear 

trump saw a chance to profit",economy crashed families homes foreclosed savings disappear chance profit,Families,Yes,Neutral,0.0
7.36e+17,HillaryClinton,"There’s nothing more important than protecting our kids. If we fail at that, it doesn’t matter what we get right. https://t.co/So40afmf4L",2016-05-26T14:41:43,1798,4132,5930,theres nothing more important than protecting our kids if we fail at that it doesnt matter what we get right,theres protecting kids fail matter,Families,No,Positive,0.17142857142857143
7.36e+17,realDonaldTrump,The Inspector General's report on Crooked Hillary Clinton is a disaster. Such bad judgement and temperament cannot be allowed in the W.H.,2016-05-26T13:18:27,7872,22551,30423,the inspector generals report on crooked hillary clinton is a disaster such bad judgement and temperament cannot be allowed in the wh,inspector generals report disaster judgement temperament allowed wh,Other,No,Negative,-0.23333333333333328
7.36e+17,HillaryClinton,El muro de Trump en la frontera costaría al menos unos $25 mil millones. Lo que podríamos hacer en lugar de su plan. https://t.co/703QmdjOhi,2016-05-26T13:15:30,947,1337,2284,el muro de trump en la frontera costara al menos unos  mil millones lo que podramos hacer en lugar de su plan,muro frontera costara al menos unos mil millones lo podramos hacer lugar su,Other,No,Neutral,0.0
7.36e+17,HillaryClinton,".@realDonaldTrump, trying to profit off people losing their homes isn't the ""kind of thinking our country needs.""
https://t.co/Gke82XosxI",2016-05-26T02:26:27,1891,3125,5016,realdonaldtrump trying to profit off people losing their homes isnt the kind of thinking our country needs,trying profit losing homes thinking,Other,No,Positive,0.6
7.36e+17,HillaryClinton,"So, @realDonaldTrump's wall would cost $25 billion.
 
Here's what else we could do with that money.
https://t.co/LeDSdcpySI",2016-05-26T01:03:13,1469,2952,4421,"so realdonaldtrumps wall would cost  billion
 
heres what else we could do with that money",realdonaldtrumps wall cost billion else money,Economy,No,Neutral,0.0
7.36e+17,HillaryClinton,#UAW endorses @hillaryclinton for president. https://t.co/BlOsImt7sX,2016-05-26T00:24:57,837,1412,2249,uaw endorses hillaryclinton for president,uaw endorses,Other,No,Neutral,0.0
7.36e+17,HillaryClinton,"With the money Trump would waste on his wall, we could help a lot of families by building infrastructure we need. https://t.co/hvEhVhdc3W",2016-05-25T23:59:32,3322,7789,11111,with the money trump would waste on his wall we could help a lot of families by building infrastructure we need,money waste wall lot families building infrastructure,Economy,Yes,Negative,-0.2
7.36e+17,HillaryClinton,"With the money Trump would waste on his wall, we could help a lot of families by building infrastructure we need. https://t.co/hvEhVhdc3W",2016-05-25T23:59:32,3322,7789,11111,with the money trump would waste on his wall we could help a lot of families by building infrastructure we need,money waste wall lot families building infrastructure,Families,Yes,Negative,-0.2
7.36e+17,realDonaldTrump,"Thank you Anaheim, California!
#Trump2016 https://t.co/AEShamhNVS",2016-05-25T23:18:54,5619,19401,25020,"thank you anaheim california
trump",anaheim california,Other,No,Neutral,0.0
7.36e+17,HillaryClinton,"Getting federal contractors to disclose emissions=important step for #ActOnClimate transparency. Good move, @POTUS 
 https://t.co/3pDL83jqdR",2016-05-25T22:58:49,312,614,926,getting federal contractors to disclose emissionsimportant step for actonclimate transparency good move potus,getting federal contractors disclose emissionsimportant step actonclimate transparency move,Other,No,Positive,0.7
7.36e+17,HillaryClinton,Donald Trump is fueling conspiracy theories out on the campaign trail. Can you imagine that in the Situation Room? https://t.co/rsXhqHxjeU,2016-05-25T22:16:53,1251,2051,3302,donald trump is fueling conspiracy theories out on the campaign trail can you imagine that in the situation room,fueling conspiracy theories trail imagine situation,Other,No,Neutral,0.0
